id,source,url,text,relevant,save_motive,current_blocker,uncertainty_type,external_channel,workaround,segment_gender,segment_category,segment_price_tier,segment_occasion,severity,evidence_quote,confidence,provider
67929da1-3f27-4942-8881-02da7f330522,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,"Balanced I’ve had a pretty good experience with Myntra overall. The app is easy to use, there are lots of products and brands to choose from, and the delivery tracking is helpful. Prices and discounts are also usually good. There are occasional delivery issues, but overall it’s a convenient shopping app.",False,,,,,,,,,,,,,gemini
8a18109c-f771-4310-957b-5031b2749c64,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,I loved this app product quality is awesome whatever I bought till date....,False,,,,,,,,,,,,,gemini
5fc51343-3ab5-4028-a805-46efbdc702e6,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,Myntra is very reliable platform,False,,,,,,,,,,,,,gemini
16e612a7-eb57-43ca-b951-270dee6f7792,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,excellent everything is ultimate,False,,,,,,,,,,,,,gemini
29157c60-b671-463c-9ce5-039628dd577f,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,bakavas app h mera product karab aaya tha mene do baar retan karne ka try kiya lekin nahi hua,False,,,,,,,,,,,,,gemini
a284ce56-4f78-4517-947b-a2a74bab04d6,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,apne aapa hi tumne mera order cancel kr diya,False,,,,,,,,,,,,,gemini
3f25cf26-4c76-494b-9f1d-78ee261b57d4,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,wonderful shopping platform,False,,,,,,,,,,,,,gemini
99e66a43-be5b-43cb-b3ab-c8ec43545e40,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,nice app and good service,False,,,,,,,,,,,,,gemini
4bda9869-87aa-4c51-9645-57c669ce1322,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,very user friendly app. and also great varieties of clothes and others.,False,,,,,,,,,,,,,gemini
251713e6-218d-45ec-a9c4-00b8ff514075,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,Too good and genuine product,False,,,,,,,,,,,,,gemini
71f90733-fc16-4ade-bec9-b334a5879e15,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,The delivery partners of the Myntra app are useless.,False,,,,,,,,,,,,,gemini
4123eccb-08bb-4b57-a2a7-b996ed942d1f,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,"return keeps getting canceled due to ""internal matters."" tried calling the customer care, and you are handed an AI voice bot on call. time to uninstall this garbage app.",False,,,,,,,,,,,,,gemini
8f747a17-177e-44ed-bd67-80a0aa6a3964,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,great price and fast delivery,False,,,,,,,,,,,,,gemini
acdb5e54-c751-488a-9cca-9740b7146ef7,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,providing wrong products after that they are not preparing any return...even though they have return policy,False,,,,,,,,,,,,,gemini
80af1d8b-e085-4faf-ab02-63674b251a6b,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,one of the best apps ever,False,,,,,,,,,,,,,gemini
d726ffe5-1fd2-4222-8cd3-988db61bb9ac,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,the quality of the clothes is exquisite,False,,,,,,,,,,,,,gemini
3bd4ec12-30cb-4c84-b374-c7b10f6d0d97,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,"GREAT PLATFORM FOR HOME SHOPPING WITHOUT ANY TROUBLE ,THE COOLEST THING IS BEST QUALITY WE RECEIVE AS SEEN IN PLATFORM AND THE PEOPLE REVIEWS ARE VERY HELPFULL TO CHECK THE REAL PRODUCT AND ITS COLOR, QUALITY.ㅤㅤㅤㅤ ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ -SATYAMM",True,quality_authenticity_doubt,none,quality,none,"checking the real product and its color, quality using people reviews",unclear,unclear,unclear,none,low,"THE PEOPLE REVIEWS ARE VERY HELPFULL TO CHECK THE REAL PRODUCT AND ITS COLOR, QUALITY.",medium,gemini
90bd0a65-71f0-44c0-bf64-ee428272ceb1,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,very beautiful suit... fantastic... thankyou myntra,False,,,,,,,,,,,,,gemini
9bac15ec-c601-4a36-9de2-b9677127f86b,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,all product quality is very good,False,,,,,,,,,,,,,gemini
d7b21a5b-ee52-4f36-be80-235efe289bde,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,trustable and satisfying aap,False,,,,,,,,,,,,,gemini
ac01b034-d7b4-4e58-9f40-73faa9ab735f,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,very good experience overall one of the best application for online shopping,False,,,,,,,,,,,,,gemini
f8216b95-e87f-4bb5-8ec5-002e9a04a190,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,excellent online Shopping app,False,,,,,,,,,,,,,gemini
415920c6-aa55-42bb-8e03-0b075f316725,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,best app for coupons and rewards,False,,,,,,,,,,,,,gemini
ba03def1-a2f9-4826-b439-fc5fc099e931,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,very nice and every thing is perfect,False,,,,,,,,,,,,,gemini
16d1edd3-b106-4093-b089-ad314fdbd96e,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,very nice app for branded clothing,False,,,,,,,,,,,,,gemini
653f7ab5-8c19-4e39-b235-990976f5ea46,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,good product but despatch leat,False,,,,,,,,,,,,,gemini
64db1d66-23bd-4812-9718-b896c4aa1e13,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,lt's a superb app for a shopping all necessary things.,False,,,,,,,,,,,,,gemini
f6a0e6e6-9496-4c1c-80f1-fbd00b581ce1,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,superb quality and delivery,False,,,,,,,,,,,,,gemini
c19d674f-6567-424a-a443-e68b12232e32,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,"The new update has made Myntra much less user-friendly. Earlier, while searching “Men’s T-shirts,” the total count (e.g. 30K) was shown, and while scrolling, we could understand how far we had reached in the results. This was very useful when browsing thousands of products. Even after applying filters like Being Human + 2XL, the product count was visible. Now all this information is gone. The tracking ID is also no longer clearly visible, and the new layout feels worse.",True,in_app_comparison,in_app_comparison,none,none,,men,western,unclear,casual,medium,The new update has made Myntra much less user-friendly.,high,gemini
4127d3ee-5b57-49ea-ab2d-b626c8c5e3d9,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,Worst Customer Support. I ordered a forever bag which was delivered to me in improper packing without a strap in it. Also they are unable to compensate for the inconvenience. I think the product delivered is duplicate.,False,,,,,,,,,,,,,gemini
e7574d9e-3015-4d7c-897d-24bc0f2d8df9,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,very good product and delivery on time I like this app,False,,,,,,,,,,,,,gemini
d7f204a5-b7d8-4971-8828-464a05872881,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,this shopping aplhi best quality product,False,,,,,,,,,,,,,gemini
f0e6e0c5-9c41-456b-8a66-da8074fa2cab,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,always a good experience in shopping,False,,,,,,,,,,,,,gemini
ae853997-303f-4c8c-831f-b38676c1c09e,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,the product listed on this app is brnaded and having good quality.,False,,,,,,,,,,,,,gemini
a3dd67f1-6c20-4dfe-9a22-45d6e8719926,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,"this app is amazing, these are given good quality items ❤️",False,,,,,,,,,,,,,gemini
d0aa7f77-a8c3-4dcf-8579-9cf58e98f7f4,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,great experience refund is also super fast,False,,,,,,,,,,,,,gemini
5a306540-24a9-4071-8bde-5298668655aa,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,excellent shopping platform,False,,,,,,,,,,,,,gemini
07d35f63-847d-4d38-9b54-011202c3cefb,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,great product and great work 💯💯,False,,,,,,,,,,,,,gemini
1c18dd19-f6e9-4b1c-9b3d-19192927b423,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,very good application for shopping,False,,,,,,,,,,,,,gemini
f244c220-bb81-4b4e-bfd4-92d94087fa37,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,the app UI is very good and collections are also more,False,,,,,,,,,,,,,gemini
a06ab42d-7d51-4b38-9127-1f0d35077d61,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,very good quality and it's suits in every situation,False,,,,,,,,,,,,,gemini
dc2a4a01-c3a3-4355-b1c9-eeab1920dbd0,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,"good product, discount every time",False,,,,,,,,,,,,,gemini
629cf9fb-d2cc-4d29-8813-e157d45deace,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,nice product i feel happy,False,,,,,,,,,,,,,gemini
c6790264-7c18-4b21-92e6-9919b69d2dd3,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,"I had a terrible experience with Myntra. First, the delivery agent didn't show up; then, when I went to the warehouse, they refused to help, saying they didn't have the time to search for my package i didn't expect this from brands like myntra",False,,,,,,,,,,,,,gemini
bcb1fe29-4113-4cf0-a4af-7ac47ce94ca3,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,Many failed deliveries for 1 item .,False,,,,,,,,,,,,,gemini
434683f7-556f-4dbc-8705-958aadb41a81,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,"I ordered shoes from Myntra a month ago too, and the same problem happened. After waiting for 10-20 days, they cancelled the order. I placed an order again this time, and you people are still saying it will take another 1-2 days, while it has already been over 10 days for this order I feel like it was a mistake to order from your platform. I won't do it again after this. The result from your platform was the worst, even Meesho is better than you",True,,availability,availability,none,placed an order again this time,unclear,footwear,unclear,none,high,"After waiting for 10-20 days, they cancelled the order. I placed an order again this time, and you people are still saying it will take another 1-2 days.",high,gemini
f5d7e4d1-b265-42d4-a0a4-1db8e3568dfc,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,smooth shopping at affordable prices,False,,,,,,,,,,,,,gemini
8bfa1e76-6d2f-4ed6-b3fa-09f577fb80da,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,very good and authentic app,False,,,,,,,,,,,,,gemini
6a101989-9c23-4de5-bb3e-4485201edd74,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,very affordable and best quality product,False,,,,,,,,,,,,,gemini
a746fd2b-55bb-4a55-a692-d9506bf533de,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,The quality and colour of the product is very nice....,False,,,,,,,,,,,,,gemini
914aecef-72f6-41fe-b292-d72054ac16d6,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,amazing service by myntra..,False,,,,,,,,,,,,,gemini
97db144e-062e-4a51-89a4-f7c4c316dcd1,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,bahut bekar app abtk ka sbse bekar offer wale products ko deliver hi nhi krta hai ghatiya app,True,,availability,availability,none,,unclear,unclear,budget,none,high,offer wale products ko deliver hi nhi krta hai ghatiya app,high,gemini
83ec5f7a-5e0f-45e6-966a-49bddbfffa9e,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,from the last 1 month the service and product are getting worst in myntra.they send wrong size or damaged product and they hold the return pick up. they are showing nonsense. makeup products are always damaged I got. no return and exchange properly. don't buy from Myntra this is my suggestion. they send low quality cloths at heigh cost. always assured customer care but on ground they want rating but doesn't do in favour of customer. I was 10 years old customer but now I am going to uninstall,True,,quality_authenticity_doubt,quality,none,,unclear,beauty,unclear,none,high,they send wrong size or damaged product and they hold the return pick up. they send low quality cloths at heigh cost.,high,gemini
ce6efdf8-7b1f-4efa-82a3-d187a92fd53c,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,Excellent Delivery on time,False,,,,,,,,,,,,,gemini
76885ff9-570d-49b9-b34a-5508248c8258,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,very very bad and false app 😤😤,False,,,,,,,,,,,,,gemini
1eb90832-1a63-46cb-9faa-c3c5f84b0dfc,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,The very good quality cloth found in every order.,False,,,,,,,,,,,,,gemini
